,n_viajes
2020-09-01 00:00:00,169.50600000000006
2020-09-01 01:00:00,203.394
2020-09-01 02:00:00,73.865
2020-09-01 03:00:00,117.35099999999998
2020-09-01 04:00:00,142.321
2020-09-01 05:00:00,387.85000000000014
2020-09-01 06:00:00,559.8860000000002
2020-09-01 07:00:00,1099.9869999999992
2020-09-01 08:00:00,1065.888
2020-09-01 09:00:00,776.2630000000001
2020-09-01 10:00:00,719.828
2020-09-01 11:00:00,787.6829999999997
2020-09-01 12:00:00,1110.504
2020-09-01 13:00:00,1093.3439999999996
2020-09-01 14:00:00,1194.8889999999994
2020-09-01 15:00:00,860.7409999999995
2020-09-01 16:00:00,899.6560000000001
2020-09-01 17:00:00,917.9419999999997
2020-09-01 18:00:00,1061.1799999999996
2020-09-01 19:00:00,1181.2059999999994
2020-09-01 20:00:00,1117.9319999999993
2020-09-01 21:00:00,630.7459999999999
2020-09-01 22:00:00,382.83300000000014
2020-09-01 23:00:00,193.92200000000003
2020-09-02 00:00:00,163.10100000000003
2020-09-02 01:00:00,72.063
2020-09-02 02:00:00,100.227
2020-09-02 03:00:00,119.69
2020-09-02 04:00:00,163.10500000000005
2020-09-02 05:00:00,386.847
2020-09-02 06:00:00,790.6039999999997
2020-09-02 07:00:00,1019.4719999999996
2020-09-02 08:00:00,1053.9369999999992
2020-09-02 09:00:00,688.507
2020-09-02 10:00:00,597.0670000000001
2020-09-02 11:00:00,731.7199999999997
2020-09-02 12:00:00,1000.5489999999998
2020-09-02 13:00:00,1357.7889999999993
2020-09-02 14:00:00,1202.6189999999995
2020-09-02 15:00:00,971.2629999999992
2020-09-02 16:00:00,946.6849999999997
2020-09-02 17:00:00,931.3849999999996
2020-09-02 18:00:00,1241.9040000000002
2020-09-02 19:00:00,1050.0759999999998
2020-09-02 20:00:00,956.2459999999996
2020-09-02 21:00:00,831.7579999999998
2020-09-02 22:00:00,517.284
2020-09-02 23:00:00,194.753
2020-09-03 00:00:00,165.40099999999995
2020-09-03 01:00:00,93.288
2020-09-03 02:00:00,127.28099999999998
2020-09-03 03:00:00,119.87899999999996
2020-09-03 04:00:00,256.5899999999999
2020-09-03 05:00:00,418.574
2020-09-03 06:00:00,656.7740000000002
2020-09-03 07:00:00,1059.8750000000002
2020-09-03 08:00:00,1053.2170000000003
2020-09-03 09:00:00,748.1250000000003
2020-09-03 10:00:00,754.6540000000003
2020-09-03 11:00:00,969.4110000000003
2020-09-03 12:00:00,1000.8580000000003
2020-09-03 13:00:00,1381.203
2020-09-03 14:00:00,1349.4720000000002
2020-09-03 15:00:00,914.4770000000003
2020-09-03 16:00:00,1071.2590000000007
2020-09-03 17:00:00,895.9330000000008
2020-09-03 18:00:00,1153.9740000000004
2020-09-03 19:00:00,1221.492
2020-09-03 20:00:00,1083.9450000000004
2020-09-03 21:00:00,689.7870000000001
2020-09-03 22:00:00,439.383
2020-09-03 23:00:00,216.33900000000003
2020-09-04 00:00:00,268.73100000000005
2020-09-04 01:00:00,58.07400000000001
2020-09-04 02:00:00,91.452
2020-09-04 03:00:00,103.949
2020-09-04 04:00:00,281.5440000000001
2020-09-04 05:00:00,428.00400000000013
2020-09-04 06:00:00,597.6000000000003
2020-09-04 07:00:00,881.6170000000003
2020-09-04 08:00:00,1126.378
2020-09-04 09:00:00,816.7030000000003
2020-09-04 10:00:00,951.7730000000003
2020-09-04 11:00:00,809.9840000000003
2020-09-04 12:00:00,938.9710000000003
2020-09-04 13:00:00,1437.0930000000005
2020-09-04 14:00:00,1843.5559999999991
2020-09-04 15:00:00,1170.0030000000004
2020-09-04 16:00:00,1117.9600000000003
2020-09-04 17:00:00,1047.0880000000009
2020-09-04 18:00:00,1434.126
2020-09-04 19:00:00,1302.0069999999996
2020-09-04 20:00:00,1118.8150000000003
2020-09-04 21:00:00,960.4780000000003
2020-09-04 22:00:00,580.5880000000002
2020-09-04 23:00:00,226.91500000000005
2020-09-05 00:00:00,353.63300000000015
2020-09-05 01:00:00,130.546
2020-09-05 02:00:00,143.90500000000003
2020-09-05 03:00:00,110.519
2020-09-05 04:00:00,168.873
2020-09-05 05:00:00,220.30600000000004
2020-09-05 06:00:00,255.965
2020-09-05 07:00:00,367.344
2020-09-05 08:00:00,482.09299999999985
2020-09-05 09:00:00,645.9539999999997
2020-09-05 10:00:00,990.0099999999996
2020-09-05 11:00:00,1213.052
2020-09-05 12:00:00,1245.5539999999996
2020-09-05 13:00:00,1198.5009999999988
2020-09-05 14:00:00,961.714
2020-09-05 15:00:00,676.2209999999998
2020-09-05 16:00:00,659.6809999999998
2020-09-05 17:00:00,626.564
2020-09-05 18:00:00,697.9749999999997
2020-09-05 19:00:00,720.3719999999997
2020-09-05 20:00:00,883.8079999999995
2020-09-05 21:00:00,765.5669999999997
2020-09-05 22:00:00,478.819
2020-09-05 23:00:00,301.198
2020-09-06 00:00:00,297.26899999999995
2020-09-06 01:00:00,237.76199999999997
2020-09-06 02:00:00,91.178
2020-09-06 03:00:00,71.97399999999999
2020-09-06 04:00:00,86.56700000000002
2020-09-06 05:00:00,99.764
2020-09-06 06:00:00,237.98
2020-09-06 07:00:00,179.91299999999998
2020-09-06 08:00:00,267.535
2020-09-06 09:00:00,496.15099999999967
2020-09-06 10:00:00,764.5279999999998
2020-09-06 11:00:00,941.5550000000003
2020-09-06 12:00:00,997.015
2020-09-06 13:00:00,837.4810000000003
2020-09-06 14:00:00,488.2259999999997
2020-09-06 15:00:00,461.99399999999986
2020-09-06 16:00:00,481.11899999999963
2020-09-06 17:00:00,457.8139999999999
2020-09-06 18:00:00,401.1019999999999
2020-09-06 19:00:00,380.23099999999977
2020-09-06 20:00:00,380.86899999999986
2020-09-06 21:00:00,390.0059999999999
2020-09-06 22:00:00,294.4499999999999
2020-09-06 23:00:00,216.497
2020-09-07 00:00:00,168.722
2020-09-07 01:00:00,102.731
2020-09-07 02:00:00,96.44000000000004
2020-09-07 03:00:00,137.48100000000002
2020-09-07 04:00:00,150.66200000000003
2020-09-07 05:00:00,309.7270000000001
2020-09-07 06:00:00,576.7670000000003
2020-09-07 07:00:00,1205.767
2020-09-07 08:00:00,1197.5410000000002
2020-09-07 09:00:00,779.8990000000003
2020-09-07 10:00:00,558.3750000000001
2020-09-07 11:00:00,727.5310000000003
2020-09-07 12:00:00,973.8250000000007
